Character,Line
Marcia Langman,Perverts.
Leslie Knope,The Greeks.
Marcia Langman,Gay perverts.
Leslie Knope,Two great societies in Europe.
Marcia Langman,Europeans.
Leslie Knope,"There are some members of this community that would like to demonize this painting, and when they do they in fact demonize art itself."
Leslie Knope,What is or isn't art is up to every free thinking American to decide on their own.
Leslie Knope,"Yeah, it's in the bag."
Leslie Knope,We've decided that the painting should be destroyed.
Tom Haverford,"Yeah, burn it."
Leslie Knope,What are you serious?
Leslie Knope,You're supposed to be in favor of public art.
Extra,"Yeah but there's nipples in it, so I figure we ought to be safe and destroy it."
Ben Wyatt,"Okay, here is a list of errands and things that human adults need."
Ben Wyatt,"Also, I'm giving you an advance on next month's rent, and I want you guys to go to Bed, Bath, and Beyond and get everything on that list."
April Ludgate,Or we can buy a Wii.
Ben Wyatt,You can handle this.
Andy Dwyer,"I don't know man, why don't you just handle it?"
Ben Wyatt,"No, I can't, I have a date."
April Ludgate,What's his name?
Ben Wyatt,"It's actually not, Chris set it up."
Ben Wyatt,Never mind.
Ben Wyatt,"Point is, stick to the list and you'll do great."
Ben Wyatt,I have total faith in you.
Ben Wyatt,There's like a 30% chance they'll both die.
Marcia Langman,So how do you want to do this?
Marcia Langman,Burn it publicly or burn it privately and I put the footage on my blog
Leslie Knope,"You've made your point, okay"
Leslie Knope,Look this painting is very important to me
Leslie Knope,"It doesn't need to hang in a government building, just let me take it home and I'll keep it there."
Leslie Knope,What do you say?
Marcia Langman,"I say, this painting is going to burn."
Marcia Langman,"First here, then in hell."
Marcia Langman,Do I need to get this validated?
Leslie Knope,I don't know.
Marcia Langman,"Okay, I'll just pull my car around and you can load it in the back."
Leslie Knope,No.
Marcia Langman,"Hey, come back here."
Leslie Knope,"Make me stag, I am Diaphena."
Andy Dwyer,This place is amazing.
April Ludgate,"Oh my god, they have a thing that makes sherbet, we need five of those."
Andy Dwyer,"No, we need to stick with what's on the list."
Andy Dwyer,"First things first, oven mitts."
Andy Dwyer,Where are the oven mitts?
April Ludgate,"Oh my god, they have all the as seen on TV stuff."
April Ludgate,Shake weight.
April Ludgate,Iron gym.
April Ludgate,Miracle hand repair.
April Ludgate,Big top cookie.
April Ludgate,Pillow pet.
April Ludgate,Slap chop.
April Ludgate,Oh my god a gopher pick up
Andy Dwyer,"Honey listen to me, get it all."
Andy Dwyer,"Grab everything that we've seen on TV, put it in this cart right now."
Andy Dwyer,"Iron gym, I am going to get so buff."
April Ludgate,"Oh my god, marshmallow shooter"
Andy Dwyer,"Marshmallow shooter, get two."
April Ludgate,Wait what about the magic bullet?
Andy Dwyer,"Yeah, I've seen that."
Leslie Knope,"Oh, hi."
Ben Wyatt,Hi.
Leslie Knope,"I was at a meeting around the corner and some people wanted to destroy this painting, so I brought it here."
Leslie Knope,Where is Andy and April?
Ben Wyatt,They're out shopping.
Leslie Knope,What are you doing here?
Ben Wyatt,I moved into the spare room.
Leslie Knope,"Really, huh"
Leslie Knope,Can I come in?
Ben Wyatt,"Yeah, yeah sure of course."
Ben Wyatt,Why do they want to destroy it.
Leslie Knope,Well it's a painting of me as a centaur.
Ben Wyatt,Okay.
Leslie Knope,And it's a nude.
Ben Wyatt,Oh.
Leslie Knope,"Just basically like the chestal region, mostly."
Leslie Knope,You don't have to look at it if you don't want to.
Ben Wyatt,No no no.
Leslie Knope,It's very classy.
Ben Wyatt,"yeah no, I'm sure it is."
Leslie Knope,"Oh man it's chris, I'm gonna take this."
Leslie Knope,Hi Chris.
Chris Traeger,"Leslie Knope, you need to bring that painting back."
Leslie Knope,What painting?
Chris Traeger,"Leslie, you have the painting, and you need to bring it back in."
Chris Traeger,"I think I've been pretty fair with you, and I'm beginning to feel angry."
Chris Traeger,"and I don't like feeling angry, my heart is racing, it's going at literally 45 beats per minute."
Leslie Knope,"I'm sorry, if I could just explain to you my point of view."
Chris Traeger,"You will bring that painting in tomorrow morning, and surrender it to Marcia Langman, and that's that."
Chris Traeger,Do you understand me madam?
April Ludgate,Mighty Putty.
Andy Dwyer,What are we doing?
Andy Dwyer,We didn't get a single thing that Ben told us to.
April Ludgate,Sure we did.
April Ludgate,We got the marshmallow shooter.
Andy Dwyer,I don't think that's on the list.
April Ludgate,But I want it.
Andy Dwyer,I want it too.
Andy Dwyer,But I also kind of want my own fork.
Andy Dwyer,"Because you eat really slow, which is cute, but also super annoying."
April Ludgate,Fine.
Andy Dwyer,"What, what's wrong?"
April Ludgate,"Nothing, it's just adults are boring, and I hate them, and I don't want to buy all this stupid boring adult stuff and become boring adults."
Andy Dwyer,"Hey listen to me, yes we're going to get a dish rack and shower curtains and a cutting board"
Andy Dwyer,but if you think for one seond I'm not also going to get that marshmallow shooter so I can shoot you in the face with marshmallows while you sleep
Andy Dwyer,then you're the dumbest woman I know.
April Ludgate,You're going to make me cry.
Leslie Knope,You're a levelheaded person.
Leslie Knope,What do I do here?
Ben Wyatt,"I don't know, it is one of the basic rules of government that you shouldn't offend people."
Leslie Knope,"Yeah, I guess you're right."
Leslie Knope,I'm so annoyed by all these rules lately.
Ben Wyatt,Me too.
April Ludgate,Come back here.
Andy Dwyer,"Hey Leslie, what are you doing here?"
Leslie Knope,"Well, I stole a painting, and I was hoping you guys would help me hide it."
Andy Dwyer,"I like it, it's very simple."
Leslie Knope,No it's on the other side.
April Ludgate,"Oh my God, is that you as a naked horse."
Leslie Knope,Does that look like me I don't even
Andy Dwyer,"Leslie, not to be inappropriate or anything, because you're my boss and my friend, but I would totally hit that."
April Ludgate,So would I.
Leslie Knope,You guys are sweet.
Leslie Knope,"Okay, I should go, hit the road with this and oh"
Ben Wyatt,Okay
Leslie Knope,I'll see you later.
April Ludgate,Bye.
Andy Dwyer,Bye Leslie.
Ben Wyatt,"So, how did we do?"
Andy Dwyer,"I don't know, does this answer your question."
Ben Wyatt,"No, did you buy plates"
Andy Dwyer,Oh plates.
Jerry Gergich,Leslie what are you doing?
Leslie Knope,"Say goodbye to Diaphena, I have to turn her over to stupid Marcia Langman."
Jerry Gergich,"Really, wow."
Leslie Knope,What?
Jerry Gergich,I mean to be honest that seems like the kind of thing I would do and I didn't think you would give in.
Leslie Knope,Come with me.
Ben Wyatt,Hey man.
Andy Dwyer,"Roomie, dude, super fun to eat cereal from a bowl with a spoon."
Andy Dwyer,Thank you for that.
Ben Wyatt,No problem.
Ben Wyatt,Though you know you're not supposed to bring your dishes into work right.
Ben Wyatt,I'm serious.
Andy Dwyer,What's going on between you and Leslie?
Andy Dwyer,I noticed a weird vibe when we came into the room.
Ben Wyatt,"Nothing, we're friends, just regular friendship development."
Andy Dwyer,"Come on, roomie, you can tell me, I bet there's something."
Andy Dwyer,I bet you I can guess what it is.
Andy Dwyer,She stole money from you.
Ben Wyatt,"What, no, no, Andy."
Ben Wyatt,She did not.
Ben Wyatt,I think we like each other.
Ben Wyatt,"But Chris has this very strict rule, coworkers can't date."
Ben Wyatt,So it's not even an option.
Andy Dwyer,Wow.
Ben Wyatt,Yeah.
Andy Dwyer,"Well first of all, Leslie, she's like the coolest ever, you've chosen well."
Andy Dwyer,"and secondly, if it's going to happen, it's going to happen."
Andy Dwyer,"Look at me and April, if you're anything like us, three weeks from now, you'll be married my friend."
Marcia Langman,"I'm glad you finally came to your senses, I'm sure that's not an easy journey for you to make."
Leslie Knope,Let's take a look at it first shall we?
Tom Haverford,"Whoa, it looks amazing."
Leslie Knope,I had the artist paint over the original.
Leslie Knope,Feel free to destroy it.
Tom Haverford,No.
Leslie Knope,But I think you'll find no one could possibly be offended.
Leslie Knope,Unless of course they have a problem with centaurs having modern haircuts.
Leslie Knope,"There were many kinds of Greek goddesses, some were lovers, some were warriors, and some were tricksters."
Chris Traeger,"I am so glad that this got resolved, because I hate being angry."
Chris Traeger,Ben.
Ben Wyatt,Yeah.
Chris Traeger,Come in here.
Ben Wyatt,Okay.
Chris Traeger,How did your date with Cindy go?
Ben Wyatt,"You know, she wasn’t really my type."
Chris Traeger,Well she was a tall brunette.
Chris Traeger,You always like tall brunettes.
Ben Wyatt,Not exclusively.
Chris Traeger,"Historically yes, exclusively."
Leslie Knope,"He said he didn’t like her, so it's over."
Chris Traeger,"Okay, well, I'm going to keep trying, because you are incredible."
Ben Wyatt,Thank you.
Chris Traeger,and you deserve someone amazing and smart and beautiful.
Ben Wyatt,Thank you.
Leslie Knope,A real goddess.
Chris Traeger,Exactly.
Chris Traeger,"Hey, what about Shelly from the health food store."
Ben Wyatt,I don't know who that is.
Chris Traeger,Her brother died climbing Everest.
Ben Wyatt,Great.
Chris Traeger,Interesting right.
Ben Wyatt,No.
Donna Meagle,Nice job Jerry.
April Ludgate,You look Enrique Iglesias.
Jerry Gergich,Just wish I had more time.
Tom Haverford,"Why, this is amazing, it looks like me and I look awesome."
Andy Dwyer,Is your penis between the front arms or the back legs?
April Ludgate,"Yeah, where's your penis?"
Tom Haverford,"Damn it, Jerry."
Leslie Knope,"Gayle, I know Jerry is your husband."
Leslie Knope,Look I can promise you there's absolutely nothing going on between us.
Leslie Knope,"No, no, I did not pose for that painting, but thank you for thinking I did."
Leslie Knope,"Okay, well, sure, hold on"
Tom Haverford,"Gayle, sweetheart, you have nothing to worry about, okay."
Tom Haverford,"I'm not gay, neither is Jerry, and I didn't pose for him."
Tom Haverford,"I promise you hon, Jerry only has eyes for you."
Tom Haverford,"and pound cake, am I right?"
,
,Season: 3 Episode: 12
Leslie Knope,"Good morning, Ron."
Ron Swanson,Morning.
Ron Swanson,"I know how much you enjoy paperwork, but don't hover."
Leslie Knope,Nice bench.
Leslie Knope,Is that new?
Leslie Knope,"No, that's been there since the '90s."
Leslie Knope,What are you doing for your birthday on Friday?
Ron Swanson,Nothing.
Ron Swanson,I never Aha!
Ron Swanson,"Oh, God."
Leslie Knope,"Birthday, birthday, birthday It's your birthday It's your birthday, and I know when it is Ron refuses to tell anyone when his birthday is."
Leslie Knope,He's even had it redacted on all government documents.
Leslie Knope,"Three years of investigations, phone calls, Freedom of Information Act requests, and still, I had nothing, until a wellplaced bribe to a gentleman at BaskinRobbins revealed Ron's birthday is on Friday."
Ron Swanson,Damn it.
Ron Swanson,I was so careful.
Leslie Knope,"Well, you blew it."
Leslie Knope,All for a free scoop of Rum Raisin.
Leslie Knope,"Was it worth it, Ron?"
Leslie Knope,Was it?
Ron Swanson,I command you to do nothing.
Leslie Knope,I'm not gonna do nothing.
Leslie Knope,I'm gonna do something.
Leslie Knope,And it's gonna be really big.
Leslie Knope,I have a lot of years to make up for.
Ron Swanson,"I don't like loud noises and people making a fuss, and I especially don't like people celebrating because they know a piece of private information about me."
Ron Swanson,"Plus, the whole thing is a scam."
Ron Swanson,Birthdays were invented by Hallmark to sell cards.
Tom Haverford,They put up a fence.
Leslie Knope,Who?
Leslie Knope,No!
Ben Wyatt,What's that?
Leslie Knope,"There's a small park on the line between Pawnee and Eagleton, and"
Tom Haverford,Last night Eagleton put up a fence around their side to keep us disgusting Pawnee hobos off their precious land.
Tom Haverford,There's even a security guard.
Tom Haverford,You got to show Eagleton I.D. to get in.
Donna Meagle,Eagleton is a bunch of rich snobs.
Donna Meagle,And that's coming from someone who has a Mercedes.
Donna Meagle,With a Harman Kardon Logic surround sound system.
Ben Wyatt,Who builds a fence to keep kids out of a playground?
Leslie Knope,"Three words, Lindsay Carlisle Shay."
Andy Dwyer,Who?
Leslie Knope,Lindsay Carlisle Shay and I used to be best friends.
Leslie Knope,We worked together at the Pawnee Parks Department.
Leslie Knope,"Then she went to work in Eagleton and ""fixed her deviated septum"" and lost 35 pounds and lost something else."
Leslie Knope,What was it again?
Leslie Knope,"Oh, yeah."
Leslie Knope,Her soul.
Ben Wyatt,Is the Eagleton side really that much better than the Pawnee side?
Leslie Knope,"To be fair, yeah."
Leslie Knope,Our side is this scrappy piece of land where kids go to smash fluorescent light tubes.
Leslie Knope,But it has a lot of heart.
April Ludgate,That's what people always say when something sucks.
Leslie Knope,"We should stand up for our town, okay?"
Leslie Knope,"Pawneeans are just as good as Eagletonians, although on average, we are several inches shorter and 80 pounds heavier."
Tom Haverford,People in Eagleton are straight up mean to us.
Tom Haverford,I would never set foot over there.
Tom Haverford,"But it's the only place that I can get my Bumble and Bumble hair care products, so I'm there every eight days."
Leslie Knope,"Okay, well, I am on ""Operation No More Fence,"" so I'm putting you in charge of ""Operation Ron's Party, colon, Shock And Awe."
April Ludgate,""" I am all over it."
Leslie Knope,I just need you to do what's on that list.
Ron Swanson,Leslie has a lot of qualities I find horrifying.
Ron Swanson,But the worst one by far is how thoughtful she can be.
Extra,It's the only park in our neighborhood.
Extra,"I mean, where are my kids supposed to play, the rock quarry?"
Extra,There's rocks in there.
Extra,Why don't we just set fire to the fence?
Extra,"You know, set it ablaze."
Leslie Knope,That's arson.
Extra,"Well, let's leave that up to the lawyers."
Extra,"The point is, it would work."
Extra,Why don't we build a fence around their fence?
Extra,Why?
Extra,"It would give us two fences, so if they needed to get to their fence for maintenance and whatnot, their pants might get caught."
Extra,"My son Joey tried to scale that fence to play on the Eagleton side, and he fell and hurt his arm."
Extra,You need to get those people to tear that fence down.
Leslie Knope,This woman's right.
Leslie Knope,"I promise you, citizens of Pawnee, and sweet, brave Joey, I will tear down that fence."
