Character,Line,Season,Episode
Maria Portlesman,No charge.,2,14
Maria Portlesman,I just appreciate the chance to demonstrate how valuable my class is to the rec center.,2,14
Maria Portlesman,And I hope you'll keep that in mind.,2,14
Leslie Knope,Oh!,2,14
Leslie Knope,"No, no, I insist on paying.",2,14
Maria Portlesman,"No, no, I insist on demonstrating.",2,14
Leslie Knope,This is not gonna affect my decision at all.,2,14
Maria Portlesman,"Oh, of course not.",2,14
Leslie Knope,Stop winking.,2,14
Ann Perkins,"Hey, Leslie, I forgot to ask you.",2,14
Ann Perkins,What are you cooking?,2,14
Leslie Knope,Five courses.,2,14
Ann Perkins,Of what?,2,14
Leslie Knope,Huh?,2,14
Ann Perkins,Of what?,2,14
Leslie Knope,"Oh, God.",2,14
Leslie Knope,"So, how's it looking?",2,14
Leslie Knope,It smells great.,2,14
Tania,"Okay, the appetizers are almost ready.",2,14
Tania,"And I think that they are a very good sampling of what my level one class does, which I hope you'll keep in mind when you're making your decisions.",2,14
Leslie Knope,"Tania, like I said over the phone--",2,14
Tania,I know.,2,14
Tania,It won't influence your decision.,2,14
Tania,It's just that learning to cook is very important in this day and age.,2,14
Leslie Knope,Is it?,2,14
Leslie Knope,"Hey, Andy.",2,14
Andy Dwyer,Hey!,2,14
Leslie Knope,"Are you gonna be all right, tonight?",2,14
Andy Dwyer,"What, 'cause of Mark and Justin?",2,14
Andy Dwyer,They are just guests at a really awesome dinner party.,2,14
Andy Dwyer,And I will treat them as such.,2,14
Leslie Knope,That sounds very professional.,2,14
Andy Dwyer,Thank you.,2,14
Andy Dwyer,"I promise I will not spit in anyone's food, unless they should request that I do.",2,14
Leslie Knope,Good.,2,14
Andy Dwyer,Did I do this right?,2,14
Leslie Knope,I don't know.,2,14
Leslie Knope,"Hey, Mark.",2,14
Mark Brendanawicz,Hey.,2,14
Leslie Knope,Welcome to my humble abode.,2,14
Mark Brendanawicz,"Well, thank you.",2,14
Mark Brendanawicz,Whoa!,2,14
Mark Brendanawicz,This is way cleaner than the last time I was here.,2,14
Ann Perkins,You've been here?,2,14
Ann Perkins,Right.,2,14
Andy Dwyer,When was Mark here before?,2,14
Andy Dwyer,Oh!,2,14
Andy Dwyer,Sex.,2,14
Mark Brendanawicz,I can't wait to talk to Justin again.,2,14
Mark Brendanawicz,Last time he told me about how he snorkeled with whale sharks in Madagascar.,2,14
Mark Brendanawicz,That was after I told him that I sometimes go swimming at the Y.,2,14
Ron Swanson,"Oh, thank you, son.",2,14
Ron Swanson,Leslie Knope.,2,14
Ron Swanson,I believe you've arranged accommodations for these.,2,14
Leslie Knope,"Yes, I have.",2,14
Mark Brendanawicz,"Hey, Ron Swanson.",2,14
Mark Brendanawicz,"You didn't happen to hear about the incident with Mayor Gunderson's dog, did you?",2,14
Ron Swanson,"Oh, my God.",2,14
Ron Swanson,It was a blood bath--,2,14
Leslie Knope,"No, no, no!",2,14
Leslie Knope,No talking.,2,14
Leslie Knope,Everybody stop talking until Justin gets here.,2,14
Leslie Knope,Don't use up your stories.,2,14
Mark Brendanawicz,"Well, I think somebody from Animal Services is gonna get canned.",2,14
Leslie Knope,"Oh, my God.",2,14
Leslie Knope,What part of not talking do you not understand?,2,14
Leslie Knope,"Please, have a good time and shut your mouth.",2,14
Leslie Knope,I just want this dinner party to go well.,2,14
Leslie Knope,There are very few things I've asked for in this world.,2,14
Leslie Knope,To build a new park from scratch.,2,14
Leslie Knope,To eventually become president.,2,14
Leslie Knope,And to one day solve a murder on a train.,2,14
Leslie Knope,I think it's fair to add this to the list.,2,14
Leslie Knope,"Guys, Justin's here!",2,14
Leslie Knope,That's Justin.,2,14
Leslie Knope,Everybody start talking.,2,14
Leslie Knope,Hey!,2,14
Justin,Hey.,2,14
Leslie Knope,Hi.,2,14
Justin,Sorry I'm a little bit late.,2,14
Leslie Knope,That's okay.,2,14
Leslie Knope,Welcome to my very interesting party.,2,14
Justin,Andy Dwyer!,2,14
Justin,Can't wait to catch up with this guy.,2,14
Andy Dwyer,"All right, Justin.",2,14
Andy Dwyer,"May I take your coat, sir?",2,14
Justin,"Why, yeah.",2,14
Justin,Thank you.,2,14
Justin,"I can't wait, I'm gonna get to hang out with all your friends tonight.",2,14
Leslie Knope,"I know, it's gonna be super fun.",2,14
Leslie Knope,It's gonna be a blast.,2,14
Leslie Knope,"Really, really, just like the best, most exciting night of your life.",2,14
Leslie Knope,I cannot overhype it enough.,2,14
Justin,All right.,2,14
Justin,Let's get started!,2,14
Leslie Knope,Okay!,2,14
Leslie Knope,Good.,2,14
Leslie Knope,Yeah.,2,14
Tom Haverford,"What's up, J?",2,14
Justin,"How you doing, man?",2,14
Justin,How are you?,2,14
Justin,Justin.,2,14
April Ludgate,I have the swine flu.,2,14
Justin,Oh--,2,14
Leslie Knope,"No, she doesn't.",2,14
April Ludgate,Yo.,2,14
Andy Dwyer,Yo.,2,14
April Ludgate,Is that Justin's coat?,2,14
Andy Dwyer,"Oh, yeah.",2,14
Andy Dwyer,Isn't it awesome?,2,14
Andy Dwyer,"He got it in Cambodia, when he was hiking Mount Everest.",2,14
April Ludgate,Let's put chewed up gum in his pockets.,2,14
Andy Dwyer,That's genius.,2,14
Andy Dwyer,But I can't.,2,14
Andy Dwyer,"Leslie's being super cool to me, and I can't screw over her boyfriend's jacket.",2,14
April Ludgate,I'll do it when you're not in the room then.,2,14
Andy Dwyer,That would be terrible.,2,14
Andy Dwyer,I'm being sarcastic.,2,14
Andy Dwyer,That would be awesome.,2,14
Justin,"God, India is so amazing.",2,14
Justin,Let me tell you something.,2,14
Justin,That is my absolute favorite place to travel.,2,14
Justin,Where did you say your parents were from?,2,14
Tom Haverford,The south part.,2,14
Leslie Knope,The southern part's always the best part of anything.,2,14
Justin,"Have you ever been to the Kaniman Mosque, down in Tamil Nadu?",2,14
Tom Haverford,Are you kidding?,2,14
Tom Haverford,My uncle practically runs the place.,2,14
Tom Haverford,I've prayed there.,2,14
Tom Haverford,It's sick.,2,14
Justin,"Tell me everything, right now.",2,14
Tom Haverford,"One sec, I just got to hit the loo, as those bastard British lmperialists would say.",2,14
Tom Haverford,"The last time I was in India, I was eight years old and I stayed inside the whole time playing video games.",2,14
Tom Haverford,I got to bone up.,2,14
Tom Haverford,Fourth largest coal reserves in the world.,2,14
Ron Swanson,This is the best Old Fashioned I have ever had.,2,14
Ron Swanson,Where'd you find this bartender?,2,14
Leslie Knope,"Oh I think, I don't know.",2,14
Leslie Knope,"Like, maybe the Yellow Pages.",2,14
Ron Swanson,There's no way that you're paying him enough.,2,14
Bartender,"Well, if you want, I could teach you the secret to great--",2,14
Ann Perkins,Leslie.,2,14
Leslie Knope,"Ann, get over here!",2,14
Ann Perkins,I'm here.,2,14
Ann Perkins,Already.,2,14
Leslie Knope,Good.,2,14
Leslie Knope,"Okay, do you think this party's going well?",2,14
Leslie Knope,"I mean, can you see Justin?",2,14
Leslie Knope,Is he having fun?,2,14
Ann Perkins,Justin is over there talking to Mark.,2,14
Ann Perkins,Happily.,2,14
Leslie Knope,"Okay, good.",2,14
Leslie Knope,"Yeah, good.",2,14
Leslie Knope,I'm just gonna casually make my--,2,14
Mark Brendanawicz,"So my face is literally on fire, but it's this weird chemical, so no one can see the flames.",2,14
Mark Brendanawicz,"I'm dancing around, freaking out.",2,14
Mark Brendanawicz,I end up having to dunk my face into a bucket of sand.,2,14
Justin,Unreal!,2,14
Leslie Knope,Unreal!,2,14
Justin,"Oh, my God, that is unbelievable.",2,14
Leslie Knope,"Oh, my God, that's... Isn't it, Ann?",2,14
Leslie Knope,Unbelievable.,2,14
Mark Brendanawicz,Didn't happen to me.,2,14
Mark Brendanawicz,It was a kid I knew from camp.,2,14
Mark Brendanawicz,But a great story's a great story.,2,14
Mark Brendanawicz,"Well, plus, the kid can't tell it, his mouth melted.",2,14
Leslie Knope,Dinner is served!,2,14
Leslie Knope,Oh!,2,14
Leslie Knope,Excellent!,2,14
Wendy,Hey.,2,14
Wendy,I'm sorry.,2,14
Wendy,Are we late?,2,14
Tom Haverford,What the hell are you doing?,2,14
Tom Haverford,How could you invite Wendy when Ron's here?,2,14
Tom Haverford,He's gonna wrap her up in his moustache and take her home.,2,14
Leslie Knope,"We agreed that we should invite interesting people for Justin, and Wendy is an interesting person!",2,14
Leslie Knope,I've been telling you for weeks that you should tell her how you feel.,2,14
Leslie Knope,Now's your chance!,2,14
Tom Haverford,"Oh, yeah.",2,14
Tom Haverford,That makes sense.,2,14
Tom Haverford,"No, it doesn't!",2,14
Tom Haverford,"Not cool, at all!",2,14
Leslie Knope,He'll get over it.,2,14
Tom Haverford,"No, I won't.",2,14
Tania,The first course is a Mexican bean soup.,2,14
Ron Swanson,Are these peppers for consuming?,2,14
Tania,I wouldn't.,2,14
Tania,They're very hot.,2,14
Ron Swanson,I'm gonna give it a try.,2,14
Ron Swanson,Hot.,2,14
Wendy,You're very brave.,2,14
Tom Haverford,"Please, that was one of the tiny ones.",2,14
Tom Haverford,This is how you eat it!,2,14
Ron Swanson,"Don't do that, Tom!",2,14
Tom Haverford,"Mm, [bleep].",2,14
Leslie Knope,"This is something, Justin.",2,14
Leslie Knope,"Derek and Ben are gay, but often, on occasion, April will have relations with Derek.",2,14
Leslie Knope,Right?,2,14
Leslie Knope,Crazy stuff.,2,14
Leslie Knope,Discuss that.,2,14
April Ludgate,There's not much more to discuss.,2,14
April Ludgate,You kind of explained it all.,2,14
Leslie Knope,Who else is gay?,2,14
Leslie Knope,"Tom, I need your help.",2,14
Leslie Knope,There was a lull.,2,14
Leslie Knope,I saw Justin yawn.,2,14
Leslie Knope,Please tell me that yawning is a sign of excitement in India or something.,2,14
Leslie Knope,"Tom, focus!",2,14
Leslie Knope,"God, you're no help.",2,14
Leslie Knope,"Yes, just to be clear, this will in no way influence me.",2,14
Leslie Knope,It won't affect my decision.,2,14
Leslie Knope,And it has no bearing on the future of your class.,2,14
Ron Swanson,"Hey, little buddy!",2,14
Ron Swanson,Everything okay?,2,14
Ron Swanson,That took a long time.,2,14
Wendy,Poor Tommy.,2,14
Wendy,He has a very frail colon.,2,14
Justin,"I feel your pain, brother.",2,14
Justin,The hottest thing I ever put into my mouth was in this remote village in Southern Brazil.,2,14
Leslie Knope,This sounds good.,2,14
Justin,Yeah.,2,14
Justin,They take a little bit of scorpion poison and they serve--,2,14
Leslie Knope,I wonder who that is.,2,14
Leslie Knope,Who could that be?,2,14
Justin,More people?,2,14
Leslie Knope,A belly dancer?,2,14
Leslie Knope,What?,2,14
Leslie Knope,"It's weird, but she just showed up.",2,14
Leslie Knope,"I mean, I'm not the kind of person that's gonna throw someone out, or, you know, not let them in if they randomly show up.",2,14
Leslie Knope,I don't know how they all got here.,2,14
Leslie Knope,"You know, people hear about a killer party at Knope's house, they all come running.",2,14
Leslie Knope,"You don't do origami every day, do ya?",2,14
Andy Dwyer,"They brought in a little entertainment, thank God.",2,14
Andy Dwyer,"That Justin, he's so boring.",2,14
Ben,What are you talking about? He's incredible.,2,14
Derek,Yeah.,2,14
Derek,"He's not gay, but if he were, I would totally break up with Ben for him.",2,14
Ben,"Yeah, I would understand.",2,14
Ben,"He's amazing, right, April?",2,14
Andy Dwyer,"Right, April? Don't we love him?",2,14
April Ludgate,Yeah.,2,14
April Ludgate,He's actually kind of awesome.,2,14
Andy Dwyer,You're underage.,2,14
Andy Dwyer,"I could lose my liquor license, I'm sorry.",2,14
April Ludgate,Andy.,2,14
Leslie Knope,Hey.,2,14
Leslie Knope,Are you having fun?,2,14
Justin,"All I can say is, this is not what I was expecting.",2,14
Justin,I cannot believe there's more.,2,14
Leslie Knope,There's not.,2,14
Barney,"Miss Knope, I understand that you're currently evaluating the rec center teachers.",2,14
Ron Swanson,"You're doing what, Leslie?",2,14
Barney,I demand an evaluation.,2,14
Leslie Knope,Okay.,2,14
Leslie Knope,What course do you teach?,2,14
Barney,"When it comes to choosing accounting software, there's no accounting for taste.",2,14
Barney,The advantage of QuickBooks Pro is that it's easy to assemble a list of vendors--,2,14
Ron Swanson,"Well, this is great.",2,14
Ron Swanson,"I'm heading home, so as not to have to be here anymore.",2,14
Ron Swanson,"My office, first thing tomorrow.",2,14
Ann Perkins,"Yeah, I think we're probably gonna take off, too.",2,14
Barney,The demonstration takes another 45 minutes.,2,14
Leslie Knope,"Yeah, guys, please.",2,14
Leslie Knope,"Everybody, can you just stay? Okay? Justin, would you--",2,14
Leslie Knope,"Oh, my God.",2,14
Phil,"I promise you, Miss Knope, this disciplinary committee will go over every detail of what happened last night.",2,14
Phil,And we will determine whether you are guilty of abusing your power.,2,14
Phil,Do you have anything to say before we begin?,2,14
Leslie Knope,Just that I am looking forward to the truth coming out.,2,14
Tom Haverford,I would like to say that Leslie is incapable of using people for her own gain.,2,14
Leslie Knope,"Thank you, Tom.",2,14
Tom Haverford,"But I can't, because Leslie loves using people for her own gain.",2,14
Leslie Knope,"If I may, Phil, I'd like to say something to Tom on the record.",2,14
Phil,This has all been on the record.,2,14
Leslie Knope,I'm very sorry that I invited Wendy to the party.,2,14
Phil,Is Wendy one of the teachers?,2,14
Tom Haverford,"No, she's my soon-to-be ex-wife.",2,14
Leslie Knope,And hopefully then-to-be future wife.,2,14
Leslie Knope,"Look, I'm really sorry.",2,14
Leslie Knope,I put a new romance in front of an old friendship.,2,14
Tom Haverford,Okay.,2,14
Leslie Knope,I put a beautiful man in front of an adorable man child.,2,14
Tom Haverford,You're ruining it.,2,14
Leslie Knope,I put a big white stallion in front of a little brown pony.,2,14
Tom Haverford,Totally uncalled for.,2,14
Phil,Ron Swanson will be next.,2,14
Ron Swanson,"When it comes to government hearings, the only type of witness I enjoy being is a hostile one.",2,14
Ron Swanson,That's why I intend to answer every one of their questions with a question.,2,14
Phil,Were you aware that all of the entertainment and food was provided by rec center teachers?,2,14
Ron Swanson,Would I have stayed if I knew that?,2,14
Phil,"I don't know, would you have?",2,14
Ron Swanson,Would you have?,2,14
Phil,No.,2,14
Phil,I wouldn't have.,2,14
Phil,Did you hear Leslie make any promises?,2,14
Ron Swanson,What constitutes a promise?,2,14
Phil,A quid pro quo.,2,14
Ron Swanson,Oh! Do you know Latin?,2,14
Phil,Okay.,2,14
Phil,"Thank you, Ron.",2,14
Ron Swanson,Are we done?,2,14
April Ludgate,Can I get a shine?,2,14
Andy Dwyer,Oh. No.,2,14
Andy Dwyer,I'm sorry.,2,14
Andy Dwyer,"We're closed, due to betrayment.",2,14
April Ludgate,"Well, I'm sorry.",2,14
April Ludgate,But I don't know what you're talking about.,2,14
Andy Dwyer,"Why don't you ask your new best friend, whose name is Justin.",2,14
April Ludgate,Justin?,2,14
Andy Dwyer,Yes.,2,14
April Ludgate,I would.,2,14
April Ludgate,But he's probably too busy cleaning gum out of his coat pockets.,2,14
Andy Dwyer,Wow.,2,14
Andy Dwyer,Unbetrayed.,2,14
Phil,"So, you don't work for the government and you had no idea that these people were teachers from the local rec center?",2,14
Justin,No.,2,14
Phil,I was simply attending a dinner party at my friend's house.,2,14
Phil,"Why is he here, Miss Knope?",2,14
Leslie Knope,That will become clear.,2,14
Leslie Knope,"Mr. Anderson, could you please describe that evening?",2,14
Justin,"Well, I had a very pleasant time.",2,14
Justin,"And from my perspective, there was no abuse of power with respect to Miss Knope and any of her various guests.",2,14
Leslie Knope,"Could you define pleasant? Did you have a good time? Did you have a great time? Be specific, and do remember that you're under oath.",2,14
Justin,I had an amazing time.,2,14
Leslie Knope,But you fell asleep.,2,14
Justin,"Oh, God.",2,14
Justin,I'm so sorry.,2,14
Justin,"You know, look, I'd been given a case the night before, so I had to stay up all night working on it and I didn't want to cancel.",2,14
Leslie Knope,You should've told me.,2,14
Leslie Knope,I would've rescheduled.,2,14
Justin,Are you kidding me? I was looking forward to it.,2,14
Justin,I had an awesome time which had nothing to do with the rec center teachers.,2,14
Leslie Knope,No further questions.,2,14
Phil,Okay.,2,14
Phil,"We're going to take a break, and we'll let you know what we decide in about an hour.",2,14
Justin,Great.,2,14
Justin,I will see you later.,2,14
Leslie Knope,"I'm in the middle of official business, so I can't talk about it right now.",2,14
Justin,Okay.,2,14
Leslie Knope,"But, yes, yes, you will.",2,14
Leslie Knope,"So, did you get that? He said amazing and awesome.",2,14
