Character,Line
Justin,It'll literally burn your hand clean off.
Leslie Knope,"Oh, wow."
Justin,Mmmhmm.
Justin,It is an aerosol can with an igniter and a trigger.
Justin,"It's essentially a blowtorch, and if you can believe it, it was invented to warm up baby bottles."
Leslie Knope,"This is my colleague, Tom Haverford."
Justin,Tom.
Justin,Justin.
Tom Haverford,How are you?
Tom Haverford,"You are wearing the hell out of that suit, sir."
Tom Haverford,"Banana, two button."
Leslie Knope,"Okay, let's go into the conference room."
Leslie Knope,I've got everything laid out.
Leslie Knope,"Tom, stop."
Tom Haverford,We should talk later.
Justin,"You are very organized, Leslie."
Leslie Knope,"Yeah, I am."
Leslie Knope,Thank you.
Justin,I love what you do.
Justin,You have the coolest job.
Justin,Let me guess.
Justin,This is our park.
Justin,I want to know everything about this.
Leslie Knope,Oh.
Leslie Knope,Okay.
Leslie Knope,"Well, these green things represent trees."
April Ludgate,"I come in, like, two hours late because I had to finish watching Swimfan because it was on, and everyone, like, jumped down my throat."
Andy Dwyer,"Oh, man."
April Ludgate,I can't wait till my internship is over so I can get the hell out of here.
Andy Dwyer,"Well, you're all set."
Andy Dwyer,"Free of charge, of course."
April Ludgate,"Hey, why don't you sell your band's CDs here?"
Andy Dwyer,That is a brilliant idea.
Andy Dwyer,I cannot believe I didn't think of that.
Andy Dwyer,I have been writing a lot of songs about shining shoes lately.
Andy Dwyer,I tend to write about what I'm doing.
Andy Dwyer,"Talking about writing about what I'm doing, Now I'm singing about talking about writing about what I'm doing"
Justin,"Of course I'm gonna have to take a closer look at these things, but my gut's telling me this is not gonna be a big deal."
Justin,Companies make bogus claims like this all the time.
Justin,I think you're gonna be just fine.
Leslie Knope,Thank you so much.
Leslie Knope,I know you're really busy.
Justin,"Please, my pleasure."
Justin,"At least this stuff is interesting, you know?"
Justin,"You know, it actually reminds me, two years ago, I was in Borneo officiating a wedding, and this enormous medicine man showed up and he was there to basically tell--"
Ann Perkins,Justin!
Justin,"Hey, kiddo!"
Justin,How you doing?
Ann Perkins,Hey!
Ann Perkins,I'm good.
Ann Perkins,I haven't seen you in forever!
Justin,I know!
Justin,It's so good to see you.
Ann Perkins,"You, too."
Ann Perkins,Do you want to grab some dinner?
Justin,"Uh, I would love to."
Justin,I cannot.
Justin,I am swamped.
Ann Perkins,You're always so busy.
Justin,Yeah.
Justin,"Next week, I promise."
Ann Perkins,Okay.
Mark Brendanawicz,"Hey, I'm Mark."
Ann Perkins,Sorry!
Justin,"Hey, Mark."
Ann Perkins,"Justin, this is Mark."
Ann Perkins,This is the city planner.
Justin,"Oh, my God!"
Justin,It's such a pleasure to meet you.
Mark Brendanawicz,Pleasure.
Justin,Pleasure.
Justin,"Anyway, Leslie, I have to go."
Justin,It has been a super pleasure meeting you.
Justin,"I am gonna get into this over the weekend, and I will get back to you on Monday about it."
Leslie Knope,Okay.
Leslie Knope,Great.
Justin,All right.
Tom Haverford,"See you, Justin!"
Justin,"Okay, Tom."
Justin,Good seeing you.
Leslie Knope,I've been thinking.
Leslie Knope,"It has been a while since Dave left, and I think I might be ready to start dating again."
Ann Perkins,That's great!
Leslie Knope,"You know, I was only with Mark for one night, and then I was hung up on him for six years."
Leslie Knope,"I dated Dave for three months, so if I continue that pattern, I won't be over him for... Five hundred years."
Ann Perkins,What is your ideal man?
Leslie Knope,He has the brains of George Clooney in the body of Joe Biden.
Ann Perkins,Interesting.
Ann Perkins,"That's a, high weird bar."
Ann Perkins,Okay.
Ann Perkins,"Just off the bat, there's a couple of doctors I think you would love."
Leslie Knope,Actually I was thinking…
Leslie Knope,What about Justin?
Leslie Knope,"I mean, I feel like we kind of hit it off in there."
Ann Perkins,"Yeah, I don't, I just don't know if that would be the right fit."
Leslie Knope,No?
Leslie Knope,Is there something wrong with him?
Ann Perkins,"No, no, he's really, really, really great, and you're so great, obviously."
Ann Perkins,I just... I don't... I don't know.
Ann Perkins,"It's hard, I can't… I can't put…"
Leslie Knope,What is it though?
Ann Perkins,"I don't know, it's just… I don't think it would be…"
Leslie Knope,I think it would. No?
Ann Perkins,"No, I really don't."
Ann Perkins,"I'm sorry, I don't…"
Leslie Knope,"Don't be sorry, I mean, if you think it wasn't gonna work, or…"
Ann Perkins,"But I will find you someone, I promise, and he'll be awesome."
Ann Perkins,I'm gonna go do it right now.
Leslie Knope,"Oh, good, great, yes!"
Leslie Knope,"Go, Ann, go!"
Leslie Knope,"Oh, just one rule."
Leslie Knope,"I don't want to date a twin, 'cause I've been tricked before."
Ann Perkins,Okay.
Ron Swanson,Yes.
Ron Swanson,I understand your complaint.
Ron Swanson,I have to go now.
Ron Swanson,Please.
Ron Swanson,Thank you.
Tom Haverford,Ron Solo!
Ron Swanson,"Hello, Tom."
Tom Haverford,I want to help you with your assistant search.
Ron Swanson,Why?
Tom Haverford,Just want to do my boy Ron a solid.
Tom Haverford,"I know exactly what you're looking for, and I will find you a reliable person."
Ron Swanson,"Okay, sounds good."
Tom Haverford,"How do you know that was a member of the public, and not just a friend?"
Ron Swanson,"Yeah, my friends know that I have a strict no call policy."
Ron Swanson,Now get out there and find me an assistant.
Tom Haverford,Okay.
Ann Perkins,I left you three messages.
Ann Perkins,Did you get them?
Leslie Knope,"No, I've been running around all day."
Leslie Knope,What's up?
Ann Perkins,"I found the perfect guy to set you up with, but he's going out of town, so he can only do tonight, so I came over here right after work."
Leslie Knope,Is that his blood?
Ann Perkins,What?
Ann Perkins,"Oh, damn, now I have to go back."
Leslie Knope,Who is he?
Ann Perkins,"His name is Chris and he's an MRI technician, and he's really cute, and he's very passionate about his job, and I told him all about you, and he's really interested."
Ann Perkins,"So, dinner tonight, and here's the info."
Leslie Knope,Thanks!
Leslie Knope,Wait!
Leslie Knope,How's he gonna know it's me?
Leslie Knope,I'll wear a red rose in my hair.
Leslie Knope,"No, I'll wear a giant red hat."
Leslie Knope,"No, I don't have one of those."
Leslie Knope,What should I wear?
Leslie Knope,It's gotta be red.
Ann Perkins,I will just tell him what you look like.
Leslie Knope,Good call.
Leslie Knope,Hi.
Leslie Knope,I'm Leslie.
Leslie Knope,Are you Chris?
Chris,Yeah.
Leslie Knope,Sorry I'm late.
Chris,"Oh, don't worry about it."
Chris,You look beautiful.
Leslie Knope,Thank you.
Chris,"Oh, here, let me take your coat."
Leslie Knope,Thanks.
Chris,Sure.
Leslie Knope,"Well done, Ann."
Chris,I actually heard that.
Leslie Knope,What?
Chris,"Well, I went to Wisconsin for both undergrad and grad school."
Chris,Go Badgers!
Leslie Knope,Boo!
Leslie Knope,Indiana Hoosiers!
Chris,No.
Chris,Badgers.
Leslie Knope,Oh.
Leslie Knope,It's not important.
Leslie Knope,I'm just glad that we could make this happen.
Chris,"Ann kept going on about how wonderful you are, and I just had to see for myself."
Leslie Knope,"Well, she's my number one best friend."
Chris,"I wish she'd told me that you went to Indiana, but whatever."
Chris,"So, you're in charge of amusement parks, right?"
Chris,"God, that's exciting!"
Leslie Knope,"Actually, it's regular parks."
Leslie Knope,Like swings and slides and stuff.
Chris,Strike two.
Leslie Knope,"You know, isn't it funny how these setups are always just so awkward?"
Chris,Why would you say that?
Leslie Knope,I don't… I don't know. They're not. Forget it.
Chris,Way to go Chris. Did I just make it awkward?
Leslie Knope,"No, no, you didn't."
Leslie Knope,"Well, yeah, you kind of did."
Leslie Knope,"Let's just start from the beginning, I guess."
Chris,"Hey, watch this."
Chris,I will now extinguish this candle with my bare hand.
Leslie Knope,Okay.
Chris,That really hurt!
Leslie Knope,Are you okay?
Chris,"Oh, God!"
Chris,It looked so much easier on the Internet.
Chris,"God, I gotta borrow some of your ice!"
Chris,"Oh, no, thanks, I'm not thirsty."
Ann Perkins,What?
Ann Perkins,German?
Ann Perkins,"Oh, my God."
Ann Perkins,"All right, later."
Mark Brendanawicz,"Was that, uh, Justin?"
Ann Perkins,Yeah.
Ann Perkins,We are going to lunch tomorrow.
Mark Brendanawicz,Oh get out. How long have you known him?
Ann Perkins,Forever. He practically saved my life.
Ann Perkins,"He was like, the only cool dude at my high school."
Mark Brendanawicz,Awesome.
Mark Brendanawicz,Did you guys ever date?
Ann Perkins,No.
Ann Perkins,We never did.
Ann Perkins,"He's just, like, a really amazing person."
Ann Perkins,Let's do this!
Mark Brendanawicz,Yes.
Ann Perkins,Marley and Me!
Mark Brendanawicz,Let's do it.
Ann Perkins,"Puppies, puppies, puppies!"
Mark Brendanawicz,I know.
Mark Brendanawicz,Let's watch Marley and Me.
Tom Haverford,Brian.
Tom Haverford,"Technically, you'd be assisting Ron, but Ron really doesn't do much government work, so you'd really be working for me."
Tom Haverford,"I see your resume here. Education, exellent. Awesome professional experience."
Tom Haverford,But I don't care.
Tom Haverford,I'm interested in real world expertise.
Tom Haverford,I got a nightclub opening to go to.
Tom Haverford,Which tie do I wear?
Brian,I like the one on the left.
Tom Haverford,That was a trick question.
Tom Haverford,The answer's this one.
Brian,I didn't even know that one existed.
Tom Haverford,I had high hopes wen I saw your plum V neck.
Tom Haverford,But those hopes have been dashed. You can leave.
Chris,"You ever see that movie, The Matrix?"
Leslie Knope,Yeah.
Chris,99% real.
Leslie Knope,"So, do you enjoy it, being an MRI technician?"
Chris,Great question.
Chris,Someone steps into the room.
Chris,"Imagine a mother of three, maybe she's a teacher."
Chris,"She knows something's wrong, but she doesn't know what it is."
Chris,She's scared.
Chris,"In less than an hour, I know what it is."
Leslie Knope,What's wrong with her?
Chris,I don't know.
Chris,"But the best part about being an MRI technician is, I can see inside everything."
Chris,See that guy over there?
Chris,Imagine being able to look inside his head.
Leslie Knope,Wow.
Chris,I know.
Chris,"You could look inside this steak or you could look inside this butter or these potatoes, or this candle, or this beer, or this flower, or this bread."
Chris,You can look inside anything.
Leslie Knope,"Well, if you look inside this bread, all you're gonna find is more bread."
Chris,I don't know.
Chris,I'd have to do an MRI.
Leslie Knope,Look.
Leslie Knope,This… it's just bread in there.
Chris,"Yeah, but what's inside that bread? Could be cheese."
Leslie Knope,"Anyway, it's good that you found your calling."
Leslie Knope,"I mean, I've never even had an MRI before."
Chris,What?
Leslie Knope,I don't know about this.
Chris,"Well, I'm offering you a free scan."
Chris,"It usually costs up to 2,000 dollars."
Chris,I'm kind of spoiling you here.
Leslie Knope,"Well, I am a little curious."
Chris,Good.
Chris,"Frankly, I don't want to invest in someone who only has three months to live."
Leslie Knope,Oh.
Leslie Knope,"I'm just trying to think of this as an adventure, you know?"
Leslie Knope,Maybe someday we'll tell our grandkids how weird our first date was and how creepy their grandfather was.
Chris,Try not to smile too much. It'll affect the diagnosis.
Leslie Knope,Well hopefully there'll be nothing to diagnose.
Chris,"Sometimes smiling is read as ""AIDS."""
Chris,"Oh, you're not on your period, are you?"
Leslie Knope,No.
Leslie Knope,Does that matter?
Chris,"Well, not for this."
Chris,Okay.
Chris,It's gonna be a little crammed in there.
Chris,"Don't worry, I'll be right on the other side of that glass."
Tom Haverford,Scenario.
Tom Haverford,I meet a girl at a bar.
Tom Haverford,"She seems kind of into me, could go either way."
Tom Haverford,"I get her number, it's two days later, what do I text her?"
Zack,"""It was nice meeting you."""
Tom Haverford,"No, Zack!"
Tom Haverford,"I don't text her, ""It was nice meeting you."""
Tom Haverford,"I wait eight weeks and I text her, ""What's cracking?"""
Tom Haverford,"Your resume's very impressive, but tell me about you."
Tom Haverford,Tell me about your friends.
Tom Haverford,Be as superficial as possible.
Tom Haverford,Just your basic assistant stuff.
Tom Haverford,"Taking messages, wakeup calls, Muscle Milk runs, condom runs, bottle service at the Snakehole Lounge, covering for me in any legally dicey situations."
Extra,Sorry.
Extra,What do I get out of this?
Tom Haverford,Connections.
Tom Haverford,"Plus 19 grand a year, minus my 10% headhunters' fee."
Extra,I have to pay you two grand if I get hired?
Tom Haverford,I have a job to offer.
Tom Haverford,"In the immortal words of Rod Blagojevich, ""It's a [bleep] valuable thing."""
Tom Haverford,"""You just don't give it away for nothing."""
